family,genus,species,origin,extin,w,mtheta,lw,lh,ic1,ic2,ic3,fcirc,t,numcham,expans,height,length,fcangle,area,fcarea,clava,chamwl,keel,bidors,biven,biconvex,lobe,double,depth
Truncorotaloididae,Planorotalites,pseudoscitula,55.9,49.1,4.285,40.733,0.973,2.013,43.246,39.682,39.271,86.1,125,6.25,1.182,85.678,173.63,61.406,70320.94,0.371169953,1.115132864,0.958493196,0.99923393,34.42,33.6,1.024404762,0.898117875,0,3
Truncorotaloididae,Acarinina,pentacamerata,52.3,49.2,1.023,63.381,1.192,1.291,52.075,49.842,88.225,93.5,133,5,0.994,371.441,491.613,80.92,160831.02,0.279554591,1.243120782,1.023784299,0.941175315,90,90,1,0.913369059,0,3
Truncorotaloididae,Acarinina,alticonica,53.2,49.2,1.602,93.327,1.091,1.208,81.224,104.707,94.049,94.5,137,4,1.115,266.357,324.022,80.223,87796.83,0.344755955,1.091811849,1.283469866,0.914671594,90,90,1,0.908165327,0,3
Truncorotaloididae,Astrorotalia,palmerae,50.2,49.3,1.584576238,52.02333333,1.157292772,0.45788093,65.3,48.12,42.65,91.1442096,179.82,6,1.063756229,274.46,125.67,71.18,54008.76,0.263527805,1.160218569,0.760171964,1,38.71,57.15,0.677340332,0.831352665,0,3
Truncorotaloididae,Acarinina,pseudotopilensis,55.5,49.3,2.182,84.023,1.19,1.405,88.603,82.669,80.797,92.8,142,4.25,1.195,193.04,280.67,79.729,69358.36,0.389447069,1.285486244,1.107329324,0.944972579,90,90,1,0.90539211,0,3
Truncorotaloididae,Acarinina,aspensis,50.4,49.8,1.165,46.553,1.238,1.488,44.625,47.451,47.583,97.2,160,6.25,1.019,269.24,404.707,87.084,100887.25,0.225343044,1.151440488,0.863045915,0.949795014,90,90,1,0.871115461,0,3
Truncorotaloididae,Acarinina,coalingensis,56.6,50,2.426,87.337,1.095,1.264,87.935,86.121,87.955,92.2,155,3.75,1.239,333.963,442.148,70.25,65241.9,0.43788271,1.379596082,1.2365502,0.93349844,90,90,1,0.857043453,0,3
Truncorotaloididae,Acarinina,interposita,54,50.4,1.43,103.741,1.176,1.613,108.594,91.851,110.777,95.8,148,5,1.1,204.651,336.731,87.608,115058.17,0.302970749,1.195614435,1.20296416,0.945991586,70.91,23.8,2.979411765,0.908833074,0,3
Truncorotaloididae,Morozovella,formosa,54,50.4,1.784,45.559,1.102,1.996,48.573,41.98,46.123,83.5,154,6,1.08,302.126,617.621,53.473,232652.76,0.337445599,1.170648175,0.858889226,0.999472974,59.18,18.67,3.169791109,0.825262939,0,3
Truncorotaloididae,Acarinina,quetra,54.2,50.4,3.363,78.03,1.204,1.439,97.949,61.213,74.93,88.8,154,4,1.322,245.806,371.987,74.024,186118.41,0.41017823,1.281432885,1.10954815,0.967437402,73.6,10.47,7.029608405,0.877092235,0,3
Truncorotaloididae,Acarinina,esnehensis,55.6,50.4,2.525,54.709,1.075,1.108,56.132,66.285,41.71,96.4,156,5.75,1.156,259.08,297.18,75.169,58494.94,0.304870644,1.146897789,0.924991262,0.94624907,82.61,39.08,2.113868987,0.896465533,0,3
Truncorotaloididae,Igorina,lodoensis,55.9,50.5,1.676,55.552,1.079,1.428,58.638,52.923,55.095,94.7,114,6.5,1.08,145.562,210.038,77.454,47389.83,0.230527942,1.186752498,0.877117429,0.946658504,49.95,23.89,2.090832985,0.847694003,0,3
Hedbergellidae,Globanomalina,chapmani,60.2,50.5,3.9,83.63,1.357,2.343,74.329,76.265,100.295,93.2,170,4.75,1.359,207.818,492.606,66.336,66089.26,0.543986269,1.31137114,0.920022513,0.943210935,41.78,31.15,1.341252006,0.829097318,0,3
Truncorotaloididae,Morozovella,lensiformis,54,50.7,2.031,84.602,1.256,1.441,71.37,90.252,92.183,86.6,145,4.25,1.171,325.967,488.95,69.505,138814.29,0.388548398,1.251207594,1.043985852,0.997582327,55.22,21.16,2.609640832,0.85872556,0,3
Hedbergellidae,Globanomalina,planoconica,56.95,50.7,4.311,60.98,1.263,1.723,62.439,56.876,63.626,90.6,171,7,1.287,111.991,269.009,51.143,53243.97,0.388664294,1.209559918,0.941290079,0.962105069,28.15,28.59,0.984610003,0.86641657,0,3
Truncorotaloididae,Acarinina,wilcoxensis,55.6,50.9,1.71,87.625,1.255,1.696,67.824,96.648,98.403,94.9,149,4,1.143,277.283,488.95,72.568,73975.34,0.386309275,1.365185135,1.038646189,0.972752829,90,90,1,0.809910926,0,3
Truncorotaloididae,Morozovella,gracilis,55.8,50.9,1.801737747,82.98666667,1.160811439,1.707037059,114.71,74.77,59.48,80.48860569,131.77,4,1.154796424,336.22,573.94,73.11,197805.91,0.361451435,1.179208843,1.03218021,0.993798066,25.6,41.24,0.620756547,0.583040339,0,3
Truncorotaloididae,Morozovella,subbotinae,56.6,50.9,3.6,79.254,1.278,1.359,97.325,81.749,58.688,88.1,139,4,1.315,286.173,392.853,84.384,101863.39,0.553055715,1.291450365,1.052169483,0.996683313,57.39,39.97,1.43582687,0.852679103,0,3
Truncorotaloididae,Morozovella,aequa,57.3,50.9,2.969,80.399,1.139,1.447,95.165,82.281,63.75,87.1,150,4.5,1.293,257.175,369.887,67.377,90224.81,0.559368648,1.26448004,1.026824343,0.998129287,59.47,20.18,2.946977205,0.83905921,0,3
Truncorotaloididae,Acarinina,esnaensis,56.2,51.4,1.54031624,81.28,1.144545409,1.497142115,85.87,74.01,83.96,63.12517151,160.82,4,1.101217755,153.96,230.5,57.59,32166.37,0.314548393,1.321728833,1.068374214,0.919907774,22.53,89.88,0.250667557,0.783316303,0,3
Truncorotaloididae,Morozovella,marginodentata,55.6,51.6,1.39147318,84.76,1.136182018,1.665251637,94.8,86.9,72.58,63.22838339,131.39,4,1.079290616,391.04,651.18,77.98,249759.33,0.304468346,1.396026035,0.989774747,1,27.18,53.64,0.506711409,0.627463933,0,3
Globigerinidae,Subbotina,hornibrooki,55.6,52.7,1.844,98.889,1.053,1.239,70.471,83.535,142.66,96.4,126,4,1.228,144.992,179.917,88.359,44301.97,0.486715151,1.231321554,1.077870058,0.933431418,90,90,1,0.870177093,0,1
Heterohelicidae,Zeauvigerina,lodoensis,56.7,53,1.222099764,180,2.107844475,1.007725658,180,180,180,93.24355453,24.49,2,1.105486211,306.77,309.14,90,31580.92,0.250737787,1.186870405,1.106674601,0.904240303,90,90,1,0.725508522,0,3
Chiloguembelinidae,Chiloguembelina,parallela,54.7,53.4,1.662844853,180,1.380285321,0.717340109,180,180,180,97.51153532,54.91,2,1.289513417,161.36,115.75,90,11840.07,0.437581872,1.502936665,1.137347129,0.934262758,90,90,1,0.83697609,0,1
Chiloguembelinidae,Chiloguembelina,wilcoxensis,57.55,53.5,1.359165992,180,1.407636739,0.703728596,180,180,180,94.85781067,78.95,2,1.165832746,342.22,240.83,90,54697.54,0.409830131,1.484201903,1.078934965,0.915404562,90,90,1,0.807379266,0,1
Truncorotaloididae,Morozovella,edgari,55.1,54,1.915,46.102,1.023,2.127,45.301,46.414,46.592,85.5,151,6,1.086,111.328,232.383,51.574,34381.78,0.316537131,1.174025398,1.064042971,0.998333241,55.78,11.64,4.79209622,0.869512919,0,3
Truncorotaloididae,Acarinina,subsphaerica,59.8,54.1,1.464,78.405,1.207,1.205,67.085,66.943,101.187,93.8,134,4,1.097,229.286,278.714,69.934,70911.08,0.249624177,1.08713029,1.086148047,0.940019653,90,90,1,0.950785864,0,3
Chiloguembelinidae,Chiloguembelina,trinitatensis,56.6,54.3,1.482617719,180,1.451241171,0.701460371,180,180,180,96.78774392,56.75,2,1.217627906,352.65,247.37,90,53432.31,0.396468167,1.560418418,1.092131079,0.929375233,90,90,1,0.783145362,0,1
Globigerinidae,Subbotina,velascoensis,60.6,54.6,4.541,97.306,1.21,1.086,84.78,117.403,89.736,92.6,129,3.75,1.48,272,298,75.092,85132.89,0.545030599,1.252808181,1.027414786,0.927680789,90,90,1,0.833642481,0,1
Hedbergellidae,Globanomalina,luxorensis,55.6,54.7,4.024380435,62.32666667,1.221847723,1.847259424,72.61,55.95,58.42,86.25767032,180,5,1.264183479,153.07,282.76,90,48873.5,0.367424269,1.212791262,0.84935279,0.937333217,90,90,1,0.906581386,0,3
Truncorotaloididae,Morozovella,acuta,57.3,55,1.291467655,71.75333333,1.014632437,1.713017751,56.6,73.04,85.62,65.75396806,164.14,5,1.028179141,270.4,463.2,76.78,172151.18,0.247986218,1.202306907,1.042047024,0.99830829,12.59,57.93,0.217331262,0.772457764,0,3
Heterohelicidae,Zeauvigerina,aegyptica,57.55,55,0.962507638,180,1.906946387,0.493408298,180,180,180,93.92354734,81.25,2,0.981074736,206.32,101.8,90,15333.4,0.155443672,1.042823148,1.128729173,0.916422173,90,90,1,0.842111823,0,3
Truncorotaloididae,Morozovella,occlusa,59.8,55,1.984,80.382,1.139,1.713,69.145,88.915,83.087,82.8,130,4.75,1.171,204.839,353.961,62.824,262954.4,0.194376021,1.169236731,0.897454921,0.986240433,44.47,18.93,2.349181194,0.851925502,0,3
Truncorotaloididae,Morozovella,velascoensis,60,55,2.483,40.024,0.925,1.871,38.858,33.42,47.795,83,134,6.75,1.083,274.782,533.4,51.048,179090.7,0.210358606,1.225276491,0.675921272,1,51.38,10.36,4.959459459,0.833953182,0,3
Truncorotaloididae,Morozovella,pasionensis,60.2,55,0.462041515,43.83333333,1.108353178,2.362335274,38.9,48.32,44.28,84.65196012,169.02,7,0.921446154,326.3,770.83,58.54,355685.12,0.080929644,1.128761687,0.666686267,0.998302309,60.95,11.77,5.178419711,0.831920534,0,3
Globigerinidae,Subbotina,triangularis,61.1,55,2.665,99.296,1.155,1.238,87.221,106.2,104.467,97.2,155,3.75,1.308,317.5,421.64,75.403,180034.69,0.471631273,1.312609255,0.998582991,0.918027424,90,90,1,0.836818058,0,1
Globigerinidae,Parasubbotina,varianta,63.6,55,2.175,95.754,1.185,1.447,81.245,115.304,90.714,98.1,135,4,1.223,166.584,267.195,86.028,80739.18,0.46896451,1.36140499,0.997988702,0.931734771,90,90,1,0.83130264,0,1
Heterohelicidae,Zeauvigerina,waiparaensis,68.5,55,1.131721094,180,1.629363636,0.581222222,180,180,180,90.24097194,54.75,2,1.063823808,180,104.62,90,12091.42,0.212802136,1.251403397,1.013303404,0.911786089,90,90,1,0.706021574,0,3
Truncorotaloididae,Acarinina,africana,55.5,55.3,2.626,74.136,1.153,1.513,66.081,78.362,77.966,88.6,138,5,1.219,161.431,250.613,63.095,72525.73,0.453804188,1.770140269,0.735043592,0.992389837,90,90,1,0.69791573,0,3
Truncorotaloididae,Acarinina,sibaiyaensis,55.5,55.3,5.841342128,65.81333333,1.193099166,1.970361328,64.46,64.89,68.09,60.43204809,172.5,5,1.378301946,403.53,204.8,90,97196.21,0.359180157,1.415320059,0.792494559,0.949500271,90,89.77,1.002562103,0.556842711,0,3
Hedbergellidae,Globanomalina,ovalis,57.3,55.3,3.821796044,77.91666667,1.602627258,1.497917123,89.25,75.45,69.05,75.42155003,180,5,1.3505781,341.6,228.05,90,39956.15,0.393028858,1.304601928,0.979741208,0.925081471,90,90,1,0.862402268,0,3
Truncorotaloididae,Morozovella,allisonensis,55.5,55.4,4.782724571,59.83,1.176632604,2.567459281,62.02,59.72,57.75,89.45001786,167.51,8,1.306978451,294.77,114.81,55.96,57420.23,0.248516768,1.141604418,0.910684687,0.98571464,25.25,46.1,0.547722343,0.833774214,0,3
Truncorotaloididae,Igorina,tadjikistanensis,60.6,55.5,2.385,63.524,1.18,1.541,62.269,61.156,67.148,92.1,131,5.5,1.168,133.927,210.589,77.467,33919.29,0.327570536,1.116074784,0.707163824,0.958033327,90,90,1,0.871554017,0,3
Truncorotaloididae,Igorina,albeari,56.6,55.9,6.519,36.342,1.138,1.648,29.806,29.93,49.29,81.6,114,6,1.16,170.18,276.86,65.231,45204.48,0.396133746,1.124578114,1.01836166,0.98683128,60.8,23.59,2.57736329,0.923611955,0,3
Chiloguembelinidae,Chiloguembelina,midwayensis,65.435,56.4,1.340019799,180,1.623655168,0.630964821,180,180,180,92.47091768,41.53,2,1.157592242,229.68,144.92,90,22645.07,0.323221787,1.212702349,1.02650068,0.891306158,90,90,1,0.769166307,0,1
Hedbergellidae,Globanomalina,pseudomenardii,59.8,56.6,3.502,70.754,1.189,1.844,60.206,57.932,94.125,91.6,130,5.75,1.257,180.975,376.238,56.106,40324.03,0.438921407,1.214177321,0.945233269,0.986447358,18.32,44.89,0.40810871,0.903038754,0,3
Truncorotaloididae,Morozovella,apanthesma,60.6,56.6,1.255,67.329,1.134,1.798,64.711,64.202,73.075,88.5,158,4.75,1.042,213.71,383.628,84.042,93410.8,0.24468691,1.171861706,0.967740667,0.989335901,54.09,17.4,3.10862069,0.860833582,0,3
Hedbergellidae,Globanomalina,imitata,62.75,56.6,3.001575204,87.95666667,1.088069104,1.790998503,93.39,96.12,74.36,89.26278338,150.58,4,1.319916386,167.53,93.54,90,18356.64,0.387483221,1.281146875,1.072229729,0.949083533,90,90,1,0.860160412,0,3
Truncorotaloididae,Acarinina,mckannai,58.8,56.95,1.423,56.047,1.181,1.072,44.552,53.058,70.532,88.6,110,5.75,1.003,284.747,307.474,76.31,67578.12,0.274405089,1.134759069,0.97857469,0.927152503,90,90,1,0.865023497,0,3
Truncorotaloididae,Acarinina,nitida,59.8,56.95,1.48,78.176,1.031,1.293,65.838,54.376,114.315,92.3,157,4,1.088,225.089,311.821,76.394,23944.42,0.215364164,1.212738768,0.999555502,0.932719609,90,90,1,0.867899423,0,3
Truncorotaloididae,Morozovella,acutispira,59.9,57,1.093405391,56.75,1.050212983,1.712525207,54.23,55.81,60.21,88.31480134,129.3,5,1.010980453,312.41,535.01,72.91,174088.97,0.197254657,1.13859797,0.892625945,0.988743785,37.54,53.37,0.703391418,0.803238987,0,3
Globigerinidae,Subbotina,cancellata,62,57.55,2.540114136,86.87333333,1.099287103,1.433085502,109.02,83.99,67.61,79.4179909,179.42,4,1.238884172,118.36,169.62,90,19436.63,0.4082894,1.346566744,1.013709866,0.904216504,90,89.86,1.001557979,0.883598697,0,1
Heterohelicidae,Zeauvigerina,teuria,62.75,57.7,1.166068922,180,2.123987817,1.00150397,180,180,180,94.54200685,59.72,2,1.079846712,285.91,286.34,90,27696.51,0.209480906,1.047799452,1.18400657,0.905126736,90,90,1,0.862264951,0,3
Globigerinidae,Subbotina,triloculinoides,64.9,58,4.456932613,90.04,1.170336104,1.268051561,121.1,91.76,57.26,91.95162908,180,3.75,1.327337437,469.35,595.16,90,260565.82,0.60015573,1.292798338,0.971134247,0.935629695,90,90,1,0.858907766,0,1
Globigerinidae,Parasubbotina,variospira,61.7,58.8,1.797249835,74.1,1.327013911,1.475007791,76.7,73.65,71.95,85.95420554,153.3,5,1.128331043,417.13,615.27,90,173408.79,0.309003598,1.373053855,0.890345176,0.925749799,90,90,1,0.839088925,0,1
Truncorotaloididae,Morozovella,conicotruncata,61.9,58.8,1.548848517,56.36,1.127174602,1.523822684,71.24,52.84,45,78.46708333,168.82,6,1.106943781,361.84,551.38,72.62,207271.49,0.253345552,1.150090472,0.803092622,0.993970243,18.51,77.64,0.238408037,0.759046812,0,3
Truncorotaloididae,Morozovella,angulata,61.9,58.8,1.5,58.582,1.229,1.447,54.795,51.997,68.953,94.2,133,5,1.052,285.262,447.431,65.327,91919.77,0.393305379,1.173234508,1.033517826,1,54.25,7.61,7.128777924,0.885140096,0,3
Truncorotaloididae,Acarinina,strabocella,61,59,1.68054651,78.43666667,0.991714213,1.483742932,75.3,77.26,82.75,85.37946129,167.7,5,1.120646169,183.92,272.89,64.1,52602.15,0.28976173,1.305247175,0.952747988,0.919537334,90,90,1,0.647788846,0,3
Truncorotaloididae,Igorina,pusilla,61.7,59.3,2.336,61.132,1.193,1.463,64.301,58.926,60.171,89.6,122,5,1.155,140.607,208.643,84.168,246148.61,0.297853073,1.137270426,0.924230538,0.941383136,85.6,90,0.951111111,0.916329591,0,3
Hedbergellidae,Globanomalina,ehrenbergi,61.8,59.8,2.464,71.364,1.096,2.236,70.092,66.018,77.982,93.4,136,5.25,1.19,144.162,322.649,60.106,25181.47,0.366017949,1.22678351,0.918373673,0.990237864,54.47,37.62,1.447900053,0.880204226,0,3
Guembelitriidae,Woodringina,hornerstownensis,65.435,59.8,1.379455307,180,1.84318785,0.565596037,180,180,180,95.68303939,41.83,2,1.174502153,250.32,141.58,90,22864.15,0.326225991,1.229074826,1.081579607,0.915363989,90,90,1,0.762412613,0,0
Globigerinidae,Parasubbotina,pseudobulloides,65.485,59.8,3.204,76.479,1.278,1.977,72.008,74.818,82.612,97.8,172,5,1.279,177.8,313.765,88.796,72792.18,0.374447502,1.321938578,0.930287895,0.937257459,90,90,1,0.793048937,0,1
Chiloguembelinidae,Chiloguembelina,subtriangularis,62.75,60.2,1.409416331,180,1.445662949,0.704216841,180,180,180,93.19742561,49.1,2,1.187188414,231.69,163.16,90,23116.73,0.357626706,1.289269676,0.971433646,0.881083228,90,90,1,0.786709084,0,1
Guembelitriidae,Parvularugoglobigerina,alabamensis,65.485,60.2,1.56171117,91.34666667,1.05263918,0.821400264,112.49,86.86,74.69,96.23572433,73.46,4,1.111556576,151.4,124.36,90,14498.51,0.391629899,1.385928112,1.010865363,0.913706335,90,90,1,0.892749689,0,3
Truncorotaloididae,Morozovella,praeangulata,61.9,60.6,1.932,54.709,1.041,1.369,45.004,51.429,67.694,95.4,144,5.5,1.092,189.23,274.32,72.548,56163.14,0.446114124,1.117037118,0.995500604,0.971061473,54.58,18.44,2.959869848,0.865590953,0,3
Truncorotaloididae,Praemurica,pseudoinconstans,65.435,61.1,1.561,55.808,1.193,1.625,55.033,59.141,53.251,98.4,168,6.5,1.073,154.152,283.779,88.957,58887.25,0.288654165,1.311742648,0.935558905,0.932502462,90,90,1,0.814621303,0,3
Truncorotaloididae,Praemurica,uncinata,61.85,61.15,1.832258397,65.94333333,0.998721172,1.478343172,67.16,64.65,66.02,89.9163386,152.14,7,1.119019391,311.68,460.77,90,165252.08,0.29501547,1.259698775,0.891672134,0.956920992,56.4,46.77,1.205901219,0.810014301,0,3
Truncorotaloididae,Praemurica,inconstans,63.6,61.15,1.62,60.461,1.297,1.668,55.566,59.463,66.353,96.8,170,6.75,1.079,222.25,365.125,74.771,146643.52,0.275665232,1.290341266,0.795864497,0.946828886,90,90,1,0.746082232,0,3
Hedbergellidae,Globanomalina,compressa,63.6,61.16,3.406,62.78,1.211,1.781,69.194,67.248,51.899,96.4,165,5.75,1.242,127,249.767,67.519,62368.86,0.383726109,1.347638109,0.975837035,0.977592797,34.51,36.39,0.948337455,0.823049449,0,3
Globigerinidae,Eoglobigerina,spiralis,62,61.7,1.029,70.995,1.054,1.168,60.996,69.52,82.47,96.8,109,5.5,1.013,225.102,244.874,89.781,50686.11,0.238453493,1.181900755,0.875377541,0.960279933,90,90,1,0.849650793,0,3
Heterohelicidae,Rectoguembelina,cretacea,70,61.7,1.26855857,120.21,1.64283385,0.603874116,121.5,118.92,118.61,94.76713065,43.32,3,1.08099252,200.82,121.27,90,15514.98,0.272300706,1.390848515,1.241471802,0.929271579,90,90,1,0.740571028,0,0
Globigerinidae,Subbotina,trivialis,65.435,61.8,1.933,102.181,1.173,1.218,67.178,94.994,144.371,97.8,120,4,1.225,328.543,403.087,74.018,45940,0.505014149,1.365334938,0.999485832,0.930340345,90,90,1,0.833289821,0,1
Truncorotaloididae,Praemurica,taurica,65.485,62.1,1.781611017,64.12666667,1.309448641,1.939462258,57.21,71.25,63.92,94.19012646,161.32,6,1.096368536,119.76,232.27,90,31021.77,0.285111069,1.303378323,0.78374217,0.940232666,90,90,1,0.829532895,0,3
Chiloguembelinidae,Chiloguembelina,morsei,65.435,62.75,1.192078417,180,1.898566338,0.528889478,180,180,180,91.84578875,36.74,2,1.091823437,226.38,119.73,90,17080.96,0.277816938,1.304480104,1.314227572,0.930324428,90,90,1,0.722335377,0,1
Hedbergellidae,Globanomalina,planocompressa,65.435,62.75,4.415521035,78.01666667,1.090392948,1.776966155,89.17,86.6,58.28,83.52944931,179.25,5,1.369918425,218.94,123.21,90,34698.59,0.410079199,1.287170931,1.00038558,0.933860778,90,90,1,0.883136138,0,3
Guembelitriidae,Globoconusa,daubjergensis,65.435,62.75,2.393,93.047,1.16,1.009,79.694,89.26,110.187,98.8,93,4,1.26,147.32,130.81,87.275,31061.33,0.465617216,1.369567865,0.957606958,0.937002692,90,90,1,0.889366961,0,3
Hedbergellidae,Globanomalina,archeocompressa,65.485,63.6,2.246,73.474,1.019,1.969,61.743,73.357,85.322,92.1,170,5.25,1.158,72.571,148.442,88.674,14270.19,0.322599068,1.19798012,0.849938255,0.964386809,47.77,13.18,3.624430956,0.829790982,0,3
Globigerinidae,Eoglobigerina,edita,65.435,63.7,1.395,73.072,1.074,1.382,50.099,62.093,107.024,98.3,115,4.75,1.053,181.919,262.581,65.835,27920.37,0.28115136,1.33544973,0.97150898,0.936277089,90,90,1,0.833003935,0,3
Guembelitriidae,Woodringina,claytonensis,65.435,64.25,1.438125196,180,1.316041207,0.76400427,180,180,180,94.26992041,51.47,2,1.199218577,215.47,164.62,90,22783.73,0.401758184,1.546285246,1.092672162,0.932272909,90,90,1,0.774802067,0,0
Globigerinidae,Eoglobigerina,eobulloides,65.485,64.25,2.707,87.296,1.203,1.494,86.579,91.784,83.524,97.7,142,4.75,1.271,99.512,162.142,89.025,19015.97,0.486305458,1.352622953,1.01868106,0.935768655,90,90,1,0.853118877,0,3
Guembelitriidae,Guembelitria,cretacea,72.5,64.25,1.378675605,180,1.580650215,0.64140563,180,180,180,96.96995082,45.38,3,1.174170177,201.76,129.41,90,16223.36,0.348178183,1.432951625,1.098945389,0.934561047,90,90,1,0.8084047,0,0
Guembelitriidae,Parvularugoglobigerina,eugubina,65.435,64.4,2.016,71.137,1.173,1.416,56.246,72.752,84.412,96.5,136,5,1.122,157.48,242.57,89.847,9463.1,0.322241126,1.250799699,1.015039876,0.957121838,90,90,1,0.83580112,0,3
Guembelitriidae,Parvularugoglobigerina,extensa,65.485,64.4,1.480049857,84.98666667,1.16075217,1.085059978,91.76,87.74,75.46,96.90723974,106.28,3.5,1.104118291,82.53,89.55,90,8665.85,0.383996954,1.252654329,1.054218013,0.946639251,90,90,1,0.897024568,0,3
Hedbergellidae,Muricohedbergella,holmdelensis,74,65.485,2.677841229,79.7,1.294720355,2.531774735,90.49,86.26,62.35,95.58728733,180,5,1.239423779,77.42,196.01,89.26,21512.42,0.410868233,1.324767319,0.959810779,0.942389434,90,90,1,0.865664836,0,3
Hedbergellidae,Muricohedbergella,monmouthensis,87,65.485,2.939778523,72.02,1.297043194,1.948570853,82.88,65.94,67.24,93.94063889,175.87,5,1.203197535,99.36,193.61,90,20187.96,0.415324282,1.33262776,0.924535431,0.93032212,90,90,1,0.856708184,0,3
Rugoglobigerinidae,Plummerita,hantkeninoides,65.7,65.51,1.969820419,74.68,1.45120763,2.695901485,84.17,64.19,75.68,94.87432299,150.29,5.5,1.14760466,106.38,286.79,65.66,36937,0.388282752,1.416638644,0.916899998,0.97524419,32.49,10.5,3.094285714,0.740788578,0,2
Rugoglobigerinidae,Plummerita,kennerleyi,65.7,65.51,1.915530692,87.25333333,1.012515337,1.372513302,92.36,75.19,94.21,92.13628456,164.8,5,1.164356661,208.61,286.32,90,63825.58,0.336533409,1.282764674,1.081786972,0.937188815,65.56,8.67,7.561707036,0.828370069,0,2
Heterohelicidae,Pseudoguembelina,hariaensis,66.42,65.51,0.854049001,180,1.395428136,0.71455822,180,180,180,93.40329359,68.61,3,0.924147716,623.84,445.77,90,167131.57,0.135995252,4.142023391,1.092472035,0.973693066,90,90,1,0.812297254,0,2
Heterohelicidae,Heterohelix,vistulaensis,66.5,65.51,1.734556839,180,1.042350702,0.941171994,180,180,180,93.74670868,59.22,2,1.317025755,131.4,123.67,90,10722.77,0.442976955,1.590948279,0.870090509,0.888460783,90,90,1,0.852678419,0,3
Rugoglobigerinidae,Rugoglobigerina,spinosa,67,65.51,1.857678285,67.15333333,0.992299358,1.579609197,81.13,64.29,56.04,88.1980718,152.34,4.5,1.134844247,162.23,256.26,90,41027.44,0.354236579,1.266544015,0.861091918,0.96857039,90,90,1,0.714627631,0,2
Globotruncanidae,Rugotruncana,nothi,67,65.51,1.400263326,56.20666667,1.122490688,1.502451288,67.69,50.72,50.21,95.8035501,120.23,6,1.066939096,238.65,358.56,65.73,74285.09,0.293834873,1.200719699,0.790210875,0.956145823,28.96,20.04,1.44510978,0.882803002,0.240016761,2
Globotruncanidae,Globotruncana,dupeublei,67.5,65.51,1.175551882,44.75,1.078632103,1.68170442,48.18,42.59,43.48,86.91318244,123.43,8,1.027296744,471.48,792.89,79.14,439713.01,0.180805544,1.101210385,0.701844256,0.970523799,37.15,33.8,1.099112426,0.846510749,0,2
Rugoglobigerinidae,Plummerita,reicheli,68,65.51,2.488567975,65.37,0.989260385,2.132278674,61.74,66.21,68.16,88.95910772,180,6,1.191321446,164.35,350.44,90,73396.15,0.237957304,1.293338403,0.927470482,0.93466037,55.05,51.16,1.076035966,0.735070229,0,2
Globotruncanidae,Globotruncanella,minuta,68.1,65.51,2.737005728,76.76666667,1.042183527,1.649172549,93.58,80.5,56.22,94.62289487,163,5,1.237550934,172.82,285.01,90,49979.45,0.384951215,1.273109676,0.919137374,0.957392662,90,90,1,0.856805827,0,1
Globotruncanidae,Globotruncanita,conica,68.1,65.51,1.430920994,68.56,1.011050795,1.731949393,70.95,59.1,75.63,86.51880973,107.39,8,1.082884408,275.06,476.39,81.7,162791.95,0.298794934,1.099701052,1.041113902,1,42.19,28.16,1.498224432,0.920742296,0,2
Globotruncanidae,Contusotruncana,contusa,68.2,65.51,1.40541831,78.90333333,1.145336644,1.518473663,84.2,72.1,80.41,90.1654594,84.97,5.5,1.079534242,586.24,890.19,58.98,504991.84,0.271938117,1.091636089,1.160336412,0.975217765,14.4,45.83,0.314204669,0.92819424,0,3
Heterohelicidae,Planoglobulina,carseyae,68.2,65.51,1.086760612,180,1.178978421,0.84311728,180,180,180,93.66289482,57.77,3,1.042478111,471.18,397.26,90,118713.89,0.197241283,1.542787658,1.102360973,0.920327942,90,90,1,0.764987141,0,3
Rugoglobigerinidae,Bucherina,sandidgei,68.8,65.51,0.731681532,55.96,1.082926404,1.306556531,54.6,58.97,54.31,94.40188124,145.91,5.5,0.959397789,290.55,379.62,90,97625.52,0.168075007,1.148313651,0.870912143,0.966273009,90,90,1,0.843359511,0,0
Globotruncanidae,Globotruncanita,pettersi,69.1,65.51,1.531828019,90.52333333,1.069708277,1.734866969,97.66,92.84,81.07,90.67729806,156.3,4,1.111354661,258.21,447.96,74.09,130493.43,0.312768313,1.233600874,1.146141916,1,20.22,69.93,0.289146289,0.898435443,0,2
Globotruncanidae,Contusotruncana,plicata,69.3,65.51,1.215107081,60.64333333,0.98818694,1.443685807,68.24,60.32,53.37,89.56794661,92.47,6,1.034243402,511.15,737.94,68.47,417271.6,0.243166968,1.082379529,0.939846518,0.97840161,17.34,47.8,0.362761506,0.89631185,0,1
Globotruncanidae,Globotruncanella,pschadae,69.3,65.51,1.225898065,77.56666667,1.698734853,1.859044474,79.53,77.55,75.62,90.76707311,114.67,4.5,1.044126173,290.73,540.48,54.39,194966.92,0.249945478,0.948657602,1.084773061,0.963203354,20.28,44.84,0.452274755,0.901536147,0,1
Rugoglobigerinidae,Rugoglobigerina,milamensis,69.3,65.51,1.914883885,83.46,0.991857562,1.280448179,73.4,97.06,79.92,95.03572194,111.6,4.75,1.139018308,357,457.12,90,146389.27,0.260958266,1.215139819,1.075928716,0.92998781,90,90,1,0.880310404,0,2
